Sentence #,Word,Tag
2862,66,time
2862,hr,unit
2862,report,0
2863,generate,0
2863,last,0
2863,66,time
2863,day,unit
2863,report,0
2864,generate,0
2864,last,0
2864,66,time
2864,days,unit
2864,report,0
2865,generate,0
2865,last,0
2865,66,time
2865,week,unit
2865,report,0
2866,generate,0
2866,last,0
2866,66,time
2866,weeks,unit
2866,report,0
2867,generate,0
2867,last,0
2867,66,time
2867,month,unit
2867,report,0
2868,generate,0
2868,last,0
2868,66,time
2868,months,unit
2868,report,0
2869,generate,0
2869,last,0
2869,66,time
2869,year,unit
2869,report,0
2870,generate,0
2870,last,0
2870,66,time
2870,years,unit
2870,report,0
2871,generate,0
2871,last,0
2871,67,time
2871,hour,unit
2871,report,0
2872,generate,0
2872,last,0
2872,67,time
2872,hr,unit
2872,report,0
2873,generate,0
2873,last,0
2873,67,time
2873,day,unit
2873,report,0
2874,generate,0
2874,last,0
2874,67,time
2874,days,unit
2874,report,0
2875,generate,0
2875,last,0
2875,67,time
2875,week,unit
2875,report,0
2876,generate,0
2876,last,0
2876,67,time
2876,weeks,unit
2876,report,0
2877,generate,0
2877,last,0
2877,67,time
2877,month,unit
2877,report,0
2878,generate,0
2878,last,0
2878,67,time
2878,months,unit
2878,report,0
2879,generate,0
2879,last,0
2879,67,time
2879,year,unit
2879,report,0
2880,generate,0
2880,last,0
2880,67,time
2880,years,unit
2880,report,0
2881,generate,0
2881,last,0
2881,68,time
2881,hour,unit
2881,report,0
2882,generate,0
2882,last,0
2882,68,time
2882,hr,unit
2882,report,0
2883,generate,0
2883,last,0
2883,68,time
2883,day,unit
2883,report,0
2884,generate,0
2884,last,0
2884,68,time
2884,days,unit
2884,report,0
2885,generate,0
2885,last,0
2885,68,time
2885,week,unit
2885,report,0
2886,generate,0
2886,last,0
2886,68,time
2886,weeks,unit
2886,report,0
2887,generate,0
2887,last,0
2887,68,time
2887,month,unit
2887,report,0
2888,generate,0
2888,last,0
2888,68,time
2888,months,unit
2888,report,0
2889,generate,0
2889,last,0
2889,68,time
2889,year,unit
2889,report,0
2890,generate,0
2890,last,0
2890,68,time
2890,years,unit
2890,report,0
2891,generate,0
2891,last,0
2891,69,time
2891,hour,unit
2891,report,0
2892,generate,0
2892,last,0
2892,69,time
2892,hr,unit
2892,report,0
2893,generate,0
2893,last,0
2893,69,time
2893,day,unit
2893,report,0
2894,generate,0
2894,last,0
2894,69,time
2894,days,unit
2894,report,0
2895,generate,0
2895,last,0
2895,69,time
2895,week,unit
2895,report,0
2896,generate,0
2896,last,0
2896,69,time
2896,weeks,unit
2896,report,0
2897,generate,0
2897,last,0
2897,69,time
2897,month,unit
2897,report,0
2898,generate,0
2898,last,0
2898,69,time
2898,months,unit
2898,report,0
2899,generate,0
2899,last,0
2899,69,time
2899,year,unit
2899,report,0
2900,generate,0
2900,last,0
2900,69,time
2900,years,unit
2900,report,0
2901,generate,0
2901,last,0
2901,70,time
2901,hour,unit
2901,report,0
2902,generate,0
2902,last,0
2902,70,time
2902,hr,unit
2902,report,0
2903,generate,0
2903,last,0
2903,70,time
2903,day,unit
2903,report,0
2904,generate,0
2904,last,0
2904,70,time
2904,days,unit
2904,report,0
2905,generate,0
2905,last,0
2905,70,time
2905,week,unit
2905,report,0
2906,generate,0
2906,last,0
2906,70,time
2906,weeks,unit
2906,report,0
2907,generate,0
2907,last,0
2907,70,time
2907,month,unit
2907,report,0
2908,generate,0
2908,last,0
2908,70,time
2908,months,unit
2908,report,0
2909,generate,0
2909,last,0
2909,70,time
2909,year,unit
2909,report,0
2910,generate,0
2910,last,0
2910,70,time
2910,years,unit
2910,report,0
2911,generate,0
2911,last,0
2911,71,time
2911,hour,unit
2911,report,0
2912,generate,0
2912,last,0
2912,71,time
2912,hr,unit
2912,report,0
2913,generate,0
2913,last,0
2913,71,time
2913,day,unit
2913,report,0
2914,generate,0
2914,last,0
2914,71,time
2914,days,unit
2914,report,0
2915,generate,0
2915,last,0
2915,71,time
2915,week,unit
2915,report,0
2916,generate,0
2916,last,0
2916,71,time
2916,weeks,unit
2916,report,0
2917,generate,0
2917,last,0
2917,71,time
2917,month,unit
2917,report,0
2918,generate,0
2918,last,0
2918,71,time
2918,months,unit
2918,report,0
2919,generate,0
2919,last,0
2919,71,time
2919,year,unit
2919,report,0
2920,generate,0
2920,last,0
2920,71,time
2920,years,unit
2920,report,0
2921,generate,0
2921,last,0
2921,72,time
2921,hour,unit
2921,report,0
2922,generate,0
2922,last,0
2922,72,time
2922,hr,unit
2922,report,0
2923,generate,0
2923,last,0
2923,72,time
2923,day,unit
2923,report,0
2924,generate,0
2924,last,0
2924,72,time
2924,days,unit
2924,report,0
2925,generate,0
2925,last,0
2925,72,time
2925,week,unit
2925,report,0
2926,generate,0
2926,last,0
2926,72,time
2926,weeks,unit
2926,report,0
2927,generate,0
2927,last,0
2927,72,time
2927,month,unit
2927,report,0
2928,generate,0
2928,last,0
2928,72,time
2928,months,unit
2928,report,0
2929,generate,0
2929,last,0
2929,72,time
2929,year,unit
2929,report,0
2930,generate,0
2930,last,0
2930,72,time
2930,years,unit
2930,report,0
2931,generate,0
2931,last,0
2931,73,time
2931,hour,unit
2931,report,0
2932,generate,0
2932,last,0
2932,73,time
2932,hr,unit
2932,report,0
2933,generate,0
2933,last,0
2933,73,time
2933,day,unit
2933,report,0
2934,generate,0
2934,last,0
2934,73,time
2934,days,unit
2934,report,0
2935,generate,0
2935,last,0
2935,73,time
2935,week,unit
2935,report,0
2936,generate,0
2936,last,0
2936,73,time
2936,weeks,unit
2936,report,0
2937,generate,0
2937,last,0
2937,73,time
2937,month,unit
2937,report,0
2938,generate,0
2938,last,0
2938,73,time
2938,months,unit
2938,report,0
2939,generate,0
2939,last,0
2939,73,time
2939,year,unit
2939,report,0
2940,generate,0
2940,last,0
2940,73,time
2940,years,unit
2940,report,0
2941,generate,0
2941,last,0
2941,74,time
2941,hour,unit
2941,report,0
2942,generate,0
2942,last,0
2942,74,time
2942,hr,unit
2942,report,0
2943,generate,0
2943,last,0
2943,74,time
2943,day,unit
2943,report,0
2944,generate,0
2944,last,0
2944,74,time
2944,days,unit
2944,report,0
2945,generate,0
2945,last,0
2945,74,time
2945,week,unit
2945,report,0
2946,generate,0
2946,last,0
2946,74,time
2946,weeks,unit
2946,report,0
2947,generate,0
2947,last,0
2947,74,time
2947,month,unit
2947,report,0
2948,generate,0
2948,last,0
2948,74,time
2948,months,unit
2948,report,0
2949,generate,0
2949,last,0
2949,74,time
2949,year,unit
2949,report,0
2950,generate,0
2950,last,0
2950,74,time
2950,years,unit
2950,report,0
2951,generate,0
2951,last,0
2951,75,time
2951,hour,unit
2951,report,0
2952,generate,0
2952,last,0
2952,75,time
2952,hr,unit
2952,report,0
2953,generate,0
2953,last,0
2953,75,time
2953,day,unit
2953,report,0
2954,generate,0
2954,last,0
2954,75,time
2954,days,unit
2954,report,0
2955,generate,0
2955,last,0
2955,75,time
2955,week,unit
2955,report,0
2956,generate,0
2956,last,0
2956,75,time
2956,weeks,unit
2956,report,0
2957,generate,0
2957,last,0
2957,75,time
2957,month,unit
2957,report,0
2958,generate,0
2958,last,0
2958,75,time
2958,months,unit
2958,report,0
2959,generate,0
2959,last,0
2959,75,time
2959,year,unit
2959,report,0
2960,generate,0
2960,last,0
2960,75,time
2960,years,unit
2960,report,0
2961,generate,0
2961,last,0
2961,76,time
2961,hour,unit
2961,report,0
2962,generate,0
2962,last,0
2962,76,time
2962,hr,unit
2962,report,0
2963,generate,0
2963,last,0
2963,76,time
2963,day,unit
2963,report,0
2964,generate,0
2964,last,0
2964,76,time
2964,days,unit
2964,report,0
2965,generate,0
2965,last,0
2965,76,time
2965,week,unit
2965,report,0
2966,generate,0
2966,last,0
2966,76,time
2966,weeks,unit
2966,report,0
2967,generate,0
2967,last,0
2967,76,time
2967,month,unit
2967,report,0
2968,generate,0
2968,last,0
2968,76,time
2968,months,unit
2968,report,0
2969,generate,0
2969,last,0
2969,76,time
2969,year,unit
2969,report,0
2970,generate,0
2970,last,0
2970,76,time
2970,years,unit
2970,report,0
2971,generate,0
2971,last,0
2971,77,time
2971,hour,unit
2971,report,0
2972,generate,0
2972,last,0
2972,77,time
2972,hr,unit
2972,report,0
2973,generate,0
2973,last,0
2973,77,time
2973,day,unit
2973,report,0
2974,generate,0
2974,last,0
2974,77,time
2974,days,unit
2974,report,0
2975,generate,0
2975,last,0
2975,77,time
2975,week,unit
2975,report,0
2976,generate,0
2976,last,0
2976,77,time
2976,weeks,unit
2976,report,0
2977,generate,0
2977,last,0
2977,77,time
2977,month,unit
2977,report,0
2978,generate,0
2978,last,0
2978,77,time
2978,months,unit
2978,report,0
2979,generate,0
2979,last,0
2979,77,time
2979,year,unit
2979,report,0
2980,generate,0
2980,last,0
2980,77,time
2980,years,unit
2980,report,0
2981,generate,0
2981,last,0
2981,78,time
2981,hour,unit
2981,report,0
2982,generate,0
2982,last,0
2982,78,time
2982,hr,unit
2982,report,0
2983,generate,0
2983,last,0
2983,78,time
2983,day,unit
2983,report,0
2984,generate,0
2984,last,0
2984,78,time
2984,days,unit
2984,report,0
2985,generate,0
2985,last,0
2985,78,time
2985,week,unit
2985,report,0
2986,generate,0
2986,last,0
2986,78,time
2986,weeks,unit
2986,report,0
2987,generate,0
2987,last,0
2987,78,time
2987,month,unit
2987,report,0
2988,generate,0
2988,last,0
2988,78,time
2988,months,unit
2988,report,0
2989,generate,0
2989,last,0
2989,78,time
2989,year,unit
2989,report,0
2990,generate,0
2990,last,0
2990,78,time
2990,years,unit
2990,report,0
2991,generate,0
2991,last,0
2991,79,time
2991,hour,unit
2991,report,0
2992,generate,0
2992,last,0
2992,79,time
2992,hr,unit
2992,report,0
2993,generate,0
2993,last,0
2993,79,time
2993,day,unit
2993,report,0
2994,generate,0
2994,last,0
2994,79,time
2994,days,unit
2994,report,0
2995,generate,0
2995,last,0
2995,79,time
2995,week,unit
2995,report,0
2996,generate,0
2996,last,0
2996,79,time
2996,weeks,unit
2996,report,0
2997,generate,0
2997,last,0
2997,79,time
2997,month,unit
2997,report,0
2998,generate,0
2998,last,0
2998,79,time
2998,months,unit
2998,report,0
2999,generate,0
2999,last,0
2999,79,time
2999,year,unit
2999,report,0
3000,generate,0
3000,last,0
3000,79,time
3000,years,unit
3000,report,0
3001,generate,0
3001,last,0
3001,80,time
3001,hour,unit
3001,report,0
3002,generate,0
3002,last,0
3002,80,time
3002,hr,unit
3002,report,0
3003,generate,0
3003,last,0
3003,80,time
3003,day,unit
3003,report,0
3004,generate,0
3004,last,0
3004,80,time
3004,days,unit
3004,report,0
3005,generate,0
3005,last,0
3005,80,time
3005,week,unit
3005,report,0
3006,generate,0
3006,last,0
3006,80,time
3006,weeks,unit
3006,report,0
3007,generate,0
3007,last,0
3007,80,time
3007,month,unit
3007,report,0
3008,generate,0
3008,last,0
3008,80,time
3008,months,unit
3008,report,0
3009,generate,0
3009,last,0
3009,80,time
3009,year,unit
3009,report,0
3010,generate,0
3010,last,0
3010,80,time
3010,years,unit
3010,report,0
3011,generate,0
3011,last,0
3011,81,time
3011,hour,unit
3011,report,0
3012,generate,0
3012,last,0
3012,81,time
3012,hr,unit
3012,report,0
3013,generate,0
3013,last,0
3013,81,time
3013,day,unit
3013,report,0
3014,generate,0
3014,last,0
3014,81,time
3014,days,unit
3014,report,0
3015,generate,0
3015,last,0
3015,81,time
3015,week,unit
3015,report,0
3016,generate,0
3016,last,0
3016,81,time
3016,weeks,unit
3016,report,0
3017,generate,0
3017,last,0
3017,81,time
3017,month,unit
3017,report,0
3018,generate,0
3018,last,0
3018,81,time
3018,months,unit
3018,report,0
3019,generate,0
3019,last,0
3019,81,time
3019,year,unit
3019,report,0
3020,generate,0
3020,last,0
3020,81,time
3020,years,unit
3020,report,0
3021,generate,0
3021,last,0
3021,82,time
3021,hour,unit
3021,report,0
3022,generate,0
3022,last,0
3022,82,time
3022,hr,unit
3022,report,0
3023,generate,0
3023,last,0
3023,82,time
3023,day,unit
3023,report,0
3024,generate,0
3024,last,0
3024,82,time
3024,days,unit
3024,report,0
3025,generate,0
3025,last,0
3025,82,time
3025,week,unit
3025,report,0
3026,generate,0
3026,last,0
3026,82,time
3026,weeks,unit
3026,report,0
3027,generate,0
3027,last,0
3027,82,time
3027,month,unit
3027,report,0
3028,generate,0
3028,last,0
3028,82,time
3028,months,unit
3028,report,0
3029,generate,0
3029,last,0
3029,82,time
3029,year,unit
3029,report,0
3030,generate,0
3030,last,0
3030,82,time
3030,years,unit
3030,report,0
3031,generate,0
3031,last,0
3031,83,time
3031,hour,unit
3031,report,0
3032,generate,0
3032,last,0
3032,83,time
3032,hr,unit
3032,report,0
3033,generate,0
3033,last,0
3033,83,time
3033,day,unit
3033,report,0
3034,generate,0
3034,last,0
3034,83,time
3034,days,unit
3034,report,0
3035,generate,0
3035,last,0
3035,83,time
3035,week,unit
3035,report,0
3036,generate,0
3036,last,0
3036,83,time
3036,weeks,unit
3036,report,0
3037,generate,0
3037,last,0
3037,83,time
3037,month,unit
3037,report,0
3038,generate,0
3038,last,0
3038,83,time
3038,months,unit
3038,report,0
3039,generate,0
3039,last,0
3039,83,time
3039,year,unit
3039,report,0
3040,generate,0
3040,last,0
3040,83,time
3040,years,unit
3040,report,0
3041,generate,0
3041,last,0
3041,84,time
3041,hour,unit
3041,report,0
3042,generate,0
3042,last,0
3042,84,time
3042,hr,unit
3042,report,0
3043,generate,0
3043,last,0
3043,84,time
3043,day,unit
3043,report,0
3044,generate,0
3044,last,0
3044,84,time
3044,days,unit
3044,report,0
3045,generate,0
3045,last,0
3045,84,time
3045,week,unit
3045,report,0
3046,generate,0
3046,last,0
3046,84,time
3046,weeks,unit
3046,report,0
3047,generate,0
3047,last,0
3047,84,time
3047,month,unit
3047,report,0
3048,generate,0
3048,last,0
3048,84,time
3048,months,unit
3048,report,0
3049,generate,0
3049,last,0
3049,84,time
3049,year,unit
3049,report,0
3050,generate,0
3050,last,0
3050,84,time
3050,years,unit
3050,report,0
3051,generate,0
3051,last,0
3051,85,time
3051,hour,unit
3051,report,0
3052,generate,0
3052,last,0
3052,85,time
3052,hr,unit
3052,report,0
3053,generate,0
3053,last,0
3053,85,time
3053,day,unit
3053,report,0
3054,generate,0
3054,last,0
3054,85,time
3054,days,unit
3054,report,0
3055,generate,0
3055,last,0
3055,85,time
3055,week,unit
3055,report,0
3056,generate,0
3056,last,0
3056,85,time
3056,weeks,unit
3056,report,0
3057,generate,0
3057,last,0
3057,85,time
3057,month,unit
3057,report,0
3058,generate,0
3058,last,0
3058,85,time
3058,months,unit
3058,report,0
3059,generate,0
3059,last,0
3059,85,time
3059,year,unit
3059,report,0
3060,generate,0
3060,last,0
3060,85,time
3060,years,unit
3060,report,0
3061,generate,0
3061,last,0
3061,86,time
3061,hour,unit
3061,report,0
3062,generate,0
3062,last,0
3062,86,time
3062,hr,unit
3062,report,0
3063,generate,0
3063,last,0
3063,86,time
3063,day,unit
3063,report,0
3064,generate,0
3064,last,0
3064,86,time
3064,days,unit
3064,report,0
3065,generate,0
3065,last,0
3065,86,time
3065,week,unit
3065,report,0
3066,generate,0
3066,last,0
3066,86,time
3066,weeks,unit
3066,report,0
3067,generate,0
3067,last,0
3067,86,time
3067,month,unit
3067,report,0
3068,generate,0
3068,last,0
3068,86,time
3068,months,unit
3068,report,0
3069,generate,0
3069,last,0
3069,86,time
3069,year,unit
3069,report,0
3070,generate,0
3070,last,0
3070,86,time
3070,years,unit
3070,report,0
3071,generate,0
3071,last,0
3071,87,time
3071,hour,unit
3071,report,0
3072,generate,0
3072,last,0
3072,87,time
3072,hr,unit
3072,report,0
3073,generate,0
3073,last,0
3073,87,time
3073,day,unit
3073,report,0
3074,generate,0
3074,last,0
3074,87,time
3074,days,unit
3074,report,0
3075,generate,0
3075,last,0
3075,87,time
3075,week,unit
3075,report,0
3076,generate,0
3076,last,0
3076,87,time
3076,weeks,unit
3076,report,0
3077,generate,0
3077,last,0
3077,87,time
3077,month,unit
3077,report,0
3078,generate,0
3078,last,0
3078,87,time
3078,months,unit
3078,report,0
3079,generate,0
3079,last,0
3079,87,time
3079,year,unit
3079,report,0
3080,generate,0
3080,last,0
3080,87,time
3080,years,unit
3080,report,0
3081,generate,0
3081,last,0
3081,88,time
3081,hour,unit
3081,report,0
3082,generate,0
3082,last,0
3082,88,time
3082,hr,unit
3082,report,0
3083,generate,0
3083,last,0
3083,88,time
3083,day,unit
3083,report,0
3084,generate,0
3084,last,0
3084,88,time
3084,days,unit
3084,report,0
3085,generate,0
3085,last,0
3085,88,time
3085,week,unit
3085,report,0
3086,generate,0
3086,last,0
3086,88,time
3086,weeks,unit
3086,report,0
3087,generate,0
3087,last,0
3087,88,time
3087,month,unit
3087,report,0
3088,generate,0
3088,last,0
3088,88,time
3088,months,unit
3088,report,0
3089,generate,0
3089,last,0
3089,88,time
3089,year,unit
3089,report,0
3090,generate,0
3090,last,0
3090,88,time
3090,years,unit
3090,report,0
3091,generate,0
3091,last,0
3091,89,time
3091,hour,unit
3091,report,0
3092,generate,0
3092,last,0
3092,89,time
3092,hr,unit
3092,report,0
3093,generate,0
3093,last,0
3093,89,time
3093,day,unit
3093,report,0
3094,generate,0
3094,last,0
3094,89,time
3094,days,unit
3094,report,0
3095,generate,0
3095,last,0
3095,89,time
3095,week,unit
3095,report,0
3096,generate,0
3096,last,0
3096,89,time
3096,weeks,unit
3096,report,0
3097,generate,0
3097,last,0
3097,89,time
3097,month,unit
3097,report,0
3098,generate,0
3098,last,0
3098,89,time
3098,months,unit
3098,report,0
3099,generate,0
3099,last,0
3099,89,time
3099,year,unit
3099,report,0
3100,generate,0
3100,last,0
3100,89,time
3100,years,unit
3100,report,0
3101,generate,0
3101,last,0
3101,90,time
3101,hour,unit
3101,report,0
3102,generate,0
3102,last,0
3102,90,time
3102,hr,unit
3102,report,0
3103,generate,0
3103,last,0
3103,90,time
3103,day,unit
3103,report,0
3104,generate,0
3104,last,0
3104,90,time
3104,days,unit
3104,report,0
3105,generate,0
3105,last,0
3105,90,time
3105,week,unit
3105,report,0
3106,generate,0
3106,last,0
3106,90,time
3106,weeks,unit
3106,report,0
3107,generate,0
3107,last,0
3107,90,time
3107,month,unit
3107,report,0
3108,generate,0
3108,last,0
3108,90,time
3108,months,unit
3108,report,0
3109,generate,0
3109,last,0
3109,90,time
3109,year,unit
3109,report,0
3110,generate,0
3110,last,0
3110,90,time
3110,years,unit
3110,report,0
3111,generate,0
3111,last,0
3111,91,time
3111,hour,unit
3111,report,0
3112,generate,0
3112,last,0
3112,91,time
3112,hr,unit
3112,report,0
3113,generate,0
3113,last,0
3113,91,time
3113,day,unit
3113,report,0
3114,generate,0
3114,last,0
3114,91,time
3114,days,unit
3114,report,0
3115,generate,0
3115,last,0
3115,91,time
3115,week,unit
3115,report,0
3116,generate,0
3116,last,0
3116,91,time
3116,weeks,unit
3116,report,0
3117,generate,0
3117,last,0
3117,91,time
3117,month,unit
3117,report,0
3118,generate,0
3118,last,0
3118,91,time
3118,months,unit
3118,report,0
3119,generate,0
3119,last,0
3119,91,time
3119,year,unit
3119,report,0
3120,generate,0
3120,last,0
3120,91,time
3120,years,unit
3120,report,0
3121,generate,0
3121,last,0
3121,92,time
3121,hour,unit
3121,report,0
3122,generate,0
3122,last,0
3122,92,time
3122,hr,unit
3122,report,0
3123,generate,0
3123,last,0
3123,92,time
3123,day,unit
3123,report,0
3124,generate,0
3124,last,0
3124,92,time
3124,days,unit
3124,report,0
3125,generate,0
3125,last,0
3125,92,time
3125,week,unit
3125,report,0
3126,generate,0
3126,last,0
3126,92,time
3126,weeks,unit
3126,report,0
3127,generate,0
3127,last,0
3127,92,time
3127,month,unit
3127,report,0
3128,generate,0
3128,last,0
3128,92,time
3128,months,unit
3128,report,0
3129,generate,0
3129,last,0
3129,92,time
3129,year,unit
3129,report,0
3130,generate,0
3130,last,0
3130,92,time
3130,years,unit
3130,report,0
3131,generate,0
3131,last,0
3131,93,time
3131,hour,unit
3131,report,0
3132,generate,0
3132,last,0
3132,93,time
3132,hr,unit
3132,report,0
3133,generate,0
3133,last,0
3133,93,time
3133,day,unit
3133,report,0
3134,generate,0
3134,last,0
3134,93,time
3134,days,unit
3134,report,0
3135,generate,0
3135,last,0
3135,93,time
3135,week,unit
3135,report,0
3136,generate,0
3136,last,0
3136,93,time
3136,weeks,unit
3136,report,0
3137,generate,0
3137,last,0
3137,93,time
3137,month,unit
3137,report,0
3138,generate,0
3138,last,0
3138,93,time
3138,months,unit
3138,report,0
3139,generate,0
3139,last,0
3139,93,time
3139,year,unit
3139,report,0
3140,generate,0
3140,last,0
3140,93,time
3140,years,unit
3140,report,0
3141,generate,0
3141,last,0
3141,94,time
3141,hour,unit
3141,report,0
3142,generate,0
3142,last,0
3142,94,time
3142,hr,unit
3142,report,0
3143,generate,0
3143,last,0
3143,94,time
3143,day,unit
3143,report,0
3144,generate,0
3144,last,0
3144,94,time
3144,days,unit
3144,report,0
3145,generate,0
3145,last,0
3145,94,time
3145,week,unit
3145,report,0
3146,generate,0
3146,last,0
3146,94,time
3146,weeks,unit
3146,report,0
3147,generate,0
3147,last,0
3147,94,time
3147,month,unit
3147,report,0
3148,generate,0
3148,last,0
3148,94,time
3148,months,unit
3148,report,0
3149,generate,0
3149,last,0
3149,94,time
3149,year,unit
3149,report,0
3150,generate,0
3150,last,0
3150,94,time
3150,years,unit
3150,report,0
3151,generate,0
3151,last,0
3151,95,time
3151,hour,unit
3151,report,0
3152,generate,0
3152,last,0
3152,95,time
3152,hr,unit
3152,report,0
3153,generate,0
3153,last,0
3153,95,time
3153,day,unit
3153,report,0
3154,generate,0
3154,last,0
3154,95,time
3154,days,unit
3154,report,0
3155,generate,0
3155,last,0
3155,95,time
3155,week,unit
3155,report,0
3156,generate,0
3156,last,0
3156,95,time
3156,weeks,unit
3156,report,0
3157,generate,0
3157,last,0
3157,95,time
3157,month,unit
3157,report,0
3158,generate,0
3158,last,0
3158,95,time
3158,months,unit
3158,report,0
3159,generate,0
3159,last,0
3159,95,time
3159,year,unit
3159,report,0
3160,generate,0
3160,last,0
3160,95,time
3160,years,unit
3160,report,0
3161,generate,0
3161,last,0
3161,96,time
3161,hour,unit
3161,report,0
3162,generate,0
3162,last,0
3162,96,time
3162,hr,unit
3162,report,0
3163,generate,0
3163,last,0
3163,96,time
3163,day,unit
3163,report,0
3164,generate,0
3164,last,0
3164,96,time
3164,days,unit
3164,report,0
3165,generate,0
3165,last,0
3165,96,time
3165,week,unit
3165,report,0
3166,generate,0
3166,last,0
3166,96,time
3166,weeks,unit
3166,report,0
3167,generate,0
3167,last,0
3167,96,time
3167,month,unit
3167,report,0
3168,generate,0
3168,last,0
3168,96,time
3168,months,unit
3168,report,0
3169,generate,0
3169,last,0
3169,96,time
3169,year,unit
3169,report,0
3170,generate,0
3170,last,0
3170,96,time
3170,years,unit
3170,report,0
3171,generate,0
3171,last,0
3171,97,time
3171,hour,unit
3171,report,0
3172,generate,0
3172,last,0
3172,97,time
3172,hr,unit
3172,report,0
3173,generate,0
3173,last,0
3173,97,time
3173,day,unit
3173,report,0
3174,generate,0
3174,last,0
3174,97,time
3174,days,unit
3174,report,0
3175,generate,0
3175,last,0
3175,97,time
3175,week,unit
3175,report,0
3176,generate,0
3176,last,0
3176,97,time
3176,weeks,unit
3176,report,0
3177,generate,0
3177,last,0
3177,97,time
3177,month,unit
3177,report,0
3178,generate,0
3178,last,0
3178,97,time
3178,months,unit
3178,report,0
3179,generate,0
3179,last,0
3179,97,time
3179,year,unit
3179,report,0
3180,generate,0
3180,last,0
3180,97,time
3180,years,unit
3180,report,0
3181,generate,0
3181,last,0
3181,98,time
3181,hour,unit
3181,report,0
3182,generate,0
3182,last,0
3182,98,time
3182,hr,unit
3182,report,0
3183,generate,0
3183,last,0
3183,98,time
3183,day,unit
3183,report,0
3184,generate,0
3184,last,0
3184,98,time
3184,days,unit
3184,report,0
3185,generate,0
3185,last,0
3185,98,time
3185,week,unit
3185,report,0
3186,generate,0
3186,last,0
3186,98,time
3186,weeks,unit
3186,report,0
3187,generate,0
3187,last,0
3187,98,time
3187,month,unit
3187,report,0
3188,generate,0
3188,last,0
3188,98,time
3188,months,unit
3188,report,0
3189,generate,0
3189,last,0
3189,98,time
3189,year,unit
3189,report,0
3190,generate,0
3190,last,0
3190,98,time
3190,years,unit
3190,report,0
3191,generate,0
3191,last,0
3191,99,time
3191,hour,unit
3191,report,0
3192,generate,0
3192,last,0
3192,99,time
3192,hr,unit
3192,report,0
3193,generate,0
3193,last,0
3193,99,time
3193,day,unit
3193,report,0
3194,generate,0
3194,last,0
3194,99,time
3194,days,unit
3194,report,0
3195,generate,0
3195,last,0
3195,99,time
3195,week,unit
3195,report,0
3196,generate,0
3196,last,0
3196,99,time
3196,weeks,unit
3196,report,0
3197,generate,0
3197,last,0
3197,99,time
3197,month,unit
3197,report,0
3198,generate,0
3198,last,0
3198,99,time
3198,months,unit
3198,report,0
3199,generate,0
3199,last,0
3199,99,time
3199,year,unit
3199,report,0
3200,generate,0
3200,last,0
3200,99,time
3200,years,unit
3200,report,0
3201,generate,0
3201,last,0
3201,100,time
3201,hour,unit
3201,report,0
3202,generate,0
3202,last,0
3202,100,time
3202,hr,unit
3202,report,0
3203,generate,0
3203,last,0
3203,100,time
3203,day,unit
3203,report,0
3204,generate,0
3204,last,0
3204,100,time
3204,days,unit
3204,report,0
3205,generate,0
3205,last,0
3205,100,time
3205,week,unit
3205,report,0
3206,generate,0
3206,last,0
3206,100,time
3206,weeks,unit
3206,report,0
3207,generate,0
3207,last,0
3207,100,time
3207,month,unit
3207,report,0
3208,generate,0
3208,last,0
3208,100,time
3208,months,unit
3208,report,0
3209,generate,0
3209,last,0
3209,100,time
3209,year,unit
3209,report,0
3210,generate,0
3210,last,0
3210,100,time
3210,years,unit
3210,report,0
3211,generate,0
3211,last,0
3211,101,time
3211,hour,unit
3211,report,0
3212,generate,0
3212,last,0
3212,101,time
3212,hr,unit
3212,report,0
3213,generate,0
3213,last,0
3213,101,time
3213,day,unit
3213,report,0
3214,generate,0
3214,last,0
3214,101,time
3214,days,unit
3214,report,0
3215,generate,0
3215,last,0
3215,101,time
3215,week,unit
3215,report,0
3216,generate,0
3216,last,0
3216,101,time
3216,weeks,unit
3216,report,0
3217,generate,0
3217,last,0
3217,101,time
3217,month,unit
3217,report,0
3218,generate,0
3218,last,0
3218,101,time
3218,months,unit
3218,report,0
3219,generate,0
3219,last,0
3219,101,time
3219,year,unit
3219,report,0
3220,generate,0
3220,last,0
3220,101,time
3220,years,unit
3220,report,0
3221,generate,0
3221,last,0
3221,102,time
3221,hour,unit
3221,report,0
3222,generate,0
3222,last,0
3222,102,time
3222,hr,unit
3222,report,0
3223,generate,0
3223,last,0
3223,102,time
3223,day,unit
3223,report,0
3224,generate,0
3224,last,0
3224,102,time
3224,days,unit
3224,report,0
3225,generate,0
3225,last,0
3225,102,time
3225,week,unit
3225,report,0
3226,generate,0
3226,last,0
3226,102,time
3226,weeks,unit
3226,report,0
3227,generate,0
3227,last,0
3227,102,time
3227,month,unit
3227,report,0
3228,generate,0
3228,last,0
3228,102,time
3228,months,unit
3228,report,0
3229,generate,0
3229,last,0
3229,102,time
3229,year,unit
3229,report,0
3230,generate,0
3230,last,0
3230,102,time
3230,years,unit
3230,report,0
3231,generate,0
3231,last,0
3231,103,time
3231,hour,unit
3231,report,0
3232,generate,0
3232,last,0
3232,103,time
3232,hr,unit
3232,report,0
3233,generate,0
3233,last,0
3233,103,time
3233,day,unit
3233,report,0
3234,generate,0
3234,last,0
3234,103,time
3234,days,unit
3234,report,0
3235,generate,0
3235,last,0
3235,103,time
3235,week,unit
3235,report,0
3236,generate,0
3236,last,0
